Item_Fat_Content,Item_Identifier,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility,Item_Weight,Sales,Rating,Outlet Age
Low Fat,FDW59,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.03627089,12.867122940430924,85.9566,4.0,8
Low Fat,FDR08,Fruits and Vegetables,2018,OUT045,Tier 2,Medium,Supermarket Type1,0.037699254,18.7,110.2886,4.1,8
Regular,FDS33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.122830885,12.867122940430924,86.9514,3.6,8
Regular,FDU26,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.071335395,16.7,120.3782,3.7,15
LF,NCX30,Household,2018,OUT013,Tier 1,Small,Grocery Store,0.046609281,12.867122940430924,248.6776,4.0,8
Regular,FDK20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.041641933,12.6,121.1072,4.1,11
Low Fat,FDB44,Fruits and Vegetables,2018,OUT013,Tier 3,High,Supermarket Type1,0.016944719,6.655,209.2586,3.4,8
Low Fat,DRL35,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.03067808,15.7,44.777,4.4,12
Regular,FDD44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type1,0.078719835,8.05,258.5646,4.0,4
Low Fat,NCU17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,5.32,101.7674,4.4,12
Regular,FDC08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.103449993,19.0,225.472,4.3,10
Regular,FDR34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015965308,17.0,229.4352,4.0,10
Low Fat,FDE46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015769693,12.867122940430924,152.1366,4.4,10
Low Fat,DRG23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.086916126,8.88,153.3682,5.0,14
Low Fat,NCX30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026491715,12.867122940430924,247.2776,4.0,8
Low Fat,FDZ20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0343603,16.1,253.4356,4.3,14
Low Fat,FDV49,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025827199,10.0,143.9786,4.3,10
Low Fat,FDS49,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.079279489,9.0,77.2644,4.0,12
Low Fat,NCY53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058198141,12.867122940430924,110.4544,5.0,8
Low Fat,NCN30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.05934663,16.35,97.441,5.0,12
Low Fat,NCD54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029008944,21.1,143.3786,4.0,10
Regular,FDA04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.066674465,11.3,259.1962,3.9,12
Low Fat,NCF42,Household,2018,OUT019,Tier 3,Small,Grocery Store,0.293066133,12.867122940430924,177.0712,4.0,8
Low Fat,FDB28,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.093307668,6.615,195.9426,2.6,12
Low Fat,DRC27,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05843112,13.8,243.6802,4.1,6
Regular,FDV60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.117839328,20.2,195.211,2.3,4
Low Fat,FDG26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04282359,18.85,254.433,4.0,4
Low Fat,NCK19,Others,2015,OUT045,Tier 3,Small,Supermarket Type1,0.090649107,9.8,194.3478,4.0,11
reg,FDW31,Fruits and Vegetables,2018,OUT017,Tier 2,Medium,Supermarket Type1,0.043402224,12.867122940430924,143.9786,5.0,8
Regular,FDP03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05934663,5.15,121.8388,4.0,10
Low Fat,NCN53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.030330202,5.175,35.4874,4.1,12
Regular,FDG34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037723476,11.5,109.5254,4.0,4
Low Fat,FDT25,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.050708743,7.5,123.4072,3.7,12
Low Fat,FDE39,Dairy,2017,OUT035,Tier 3,Small,Supermarket Type1,0.05934663,7.89,117.4782,4.0,9
Low Fat,FDZ33,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.107307677,10.195,149.8076,4.3,12
Low Fat,FDU22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,12.35,118.9124,4.0,12
Low Fat,FDP56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.046259036,12.867122940430924,47.4692,4.2,8
Low Fat,FDG52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.065618434,13.65,47.6402,4.0,9
Regular,FDZ51,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.054637635,11.3,143.9786,4.3,14
Low Fat,FDC45,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.136286138,17.0,170.9106,4.1,4
Low Fat,FDG52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.065732883,13.65,45.7402,4.3,14
Low Fat,FDU14,Dairy,2015,OUT013,Tier 2,Medium,Supermarket Type1,0.034823127,17.75,248.675,4.0,11
Low Fat,FDZ09,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.104859135,17.6,161.8868,4.0,9
Low Fat,FDZ15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.020853376,13.1,117.4782,4.3,12
Regular,FDH47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.129016487,13.5,98.4068,4.0,14
Low Fat,FDI22,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.050750977,7.5,122.2072,4.0,10
Regular,FDQ26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type1,0.068148886,13.5,58.6562,4.2,4
Low Fat,FDO34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.030108283,17.7,143.9786,4.5,6
Regular,FDA27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.030927632,20.35,143.9786,3.3,10
Regular,FDZ59,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.104445322,6.63,167.25,2.8,4
Regular,FDU33,Snack Foods,2012,OUT049,Tier 3,Medium,Supermarket Type1,0.134919202,7.63,46.9402,4.2,14
Regular,FDO19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.016622448,17.7,50.2034,4.2,14
Low Fat,FDW13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.098083231,8.5,50.3324,4.7,11
Regular,FDA09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05934663,13.35,179.766,4.1,4
Low Fat,FDD11,Starchy Foods,2020,OUT013,Tier 2,High,Supermarket Type1,0.030789914,12.85,254.904,3.9985355648535563,6
Regular,FDY49,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.011953902,12.867122940430924,164.5184,4.5,8
Regular,FDI22,Dairy,2012,OUT049,Tier 3,Medium,Supermarket Type1,0.0,20.25,194.2794,5.0,14
Low Fat,FDD05,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.029084548,12.867122940430924,122.0098,4.0,8
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,7.97,172.0422,5.0,4
Regular,FDS24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.062350672,20.85,86.9514,4.0,11
Regular,FDZ39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.018126724,12.867122940430924,143.9786,4.0,6
Regular,FDU45,Snack Foods,2016,OUT046,Tier 3,Small,Supermarket Type1,0.035506142,15.6,112.4518,4.3,10
Regular,FDL09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.127929521,19.6,167.4816,4.0,12
Low Fat,FDV49,Canned,2012,OUT013,Tier 1,Medium,Supermarket Type1,0.025867353,10.0,264.6226,5.0,14
Low Fat,DRC24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02492239,17.85,153.4998,4.0,4
Low Fat,FDA32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030140981,14.0,143.9786,4.3,14
Low Fat,DRF49,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.124448295,12.867122940430924,112.0518,4.2,8
Low Fat,FDP33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.089272253,18.7,254.7672,4.1,10
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114318263,12.8,142.2838,5.0,4
Regular,FDH20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.024928351,16.1,95.141,4.3,12
low fat,DRH03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035118834,17.25,93.412,4.5,14
reg,FDW09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.025899245,13.65,81.1302,4.4,12
Low Fat,FDK27,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.008997141,11.0,119.9756,3.9985355648535563,6
Regular,FDM01,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094952408,7.895,101.1332,4.0,4
Low Fat,FDT59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,13.65,229.4668,4.4,14
Regular,FDR44,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.0,6.11,131.2968,4.3,15
Low Fat,FDV07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031410378,12.867122940430924,110.3228,4.0,4
Low Fat,NCK53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.037793818,11.6,99.3042,3.5,6
Regular,FDE11,Starchy Foods,2016,OUT046,Tier 3,Small,Supermarket Type1,0.0,17.7,184.3924,4.2,10
Low Fat,FDS57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.103442268,15.5,144.847,4.0,10
Regular,FDX10,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.123710526,6.385,37.1874,5.0,10
Regular,FDW26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107036943,11.8,220.3772,4.0,9
Regular,FDV04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.150319469,7.825,156.9288,4.0,11
Regular,FDR52,Frozen Foods,2018,OUT018,Tier 3,Medium,Supermarket Type2,0.076354362,12.65,192.1846,4.8,8
Low Fat,FDT08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049209192,13.65,150.005,4.3,9
Low Fat,NCW41,Health and Hygiene,2012,OUT049,Tier 3,Medium,Supermarket Type1,0.0,18.0,158.0604,4.0,14
Low Fat,FDO13,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.061183503,7.865,164.5526,4.0,11
Low Fat,FDR46,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.139417654,16.85,147.476,4.1,10
Low Fat,NCT17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.041950753,10.8,190.0214,5.0,11
Low Fat,NCG54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.079419801,12.867122940430924,172.3106,3.5,8
Low Fat,FDO13,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061154604,7.865,165.3526,3.8,14
Regular,FDS59,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.043982464,14.8,110.657,3.8,11
Regular,FDI34,Snack Foods,2018,OUT035,Tier 2,Small,Supermarket Type1,0.085119855,10.65,229.8668,4.5,8
Regular,FDD10,Snack Foods,2020,OUT013,Tier 2,Medium,Supermarket Type1,0.046280998,20.6,177.4344,4.3,6
reg,FDU31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02502991,10.5,143.9786,4.4,14
Regular,FDQ25,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.047329385,8.63,174.1422,4.2,15
Low Fat,FDU32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.0,8.785,123.0414,4.0,15
Low Fat,FDZ33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.106876976,12.867122940430924,146.7076,4.0,8
Low Fat,FDQ34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162903525,12.867122940430924,104.9622,3.8,4
Regular,FDA26,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.073562475,12.867122940430924,217.6482,4.0,8
Low Fat,FDS46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.047257328,17.6,119.6782,3.8,10
Low Fat,FDR43,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.160707489,12.867122940430924,38.019,4.0,8
LF,FDT40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.095795326,5.985,128.4678,4.0,10
Low Fat,NCW06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.08425957,16.2,192.3162,4.1,15
Regular,FDV20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0,20.2,129.0678,3.8,6
LF,NCO42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05934663,21.25,146.0102,4.2,9
Regular,FDC05,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.098765906,13.1,196.3768,4.0,9
Low Fat,FDY10,Fruits and Vegetables,2020,OUT017,Tier 2,High,Supermarket Type1,0.049345425,17.6,115.4176,4.0,6
Low Fat,NCH07,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.092811105,13.15,159.7604,4.0,14
Low Fat,FDQ09,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.057850699,12.867122940430924,113.2834,4.0,8
Low Fat,NCN17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.055162827,11.0,100.3358,4.1,4
LF,FDW56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0711891,7.68,193.3162,4.1,4
Low Fat,NCM07,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039954281,9.395,82.4908,3.7,9
reg,FDT50,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.107714834,12.867122940430924,143.9786,4.0,8
Low Fat,NCM29,Health and Hygiene,2018,OUT010,Tier 3,Medium,Grocery Store,0.029529474,11.5,132.6626,4.0,8
Low Fat,FDO04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026645307,16.6,53.5614,4.0,4
Low Fat,FDR08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.065872936,12.867122940430924,113.1886,4.4,8
Low Fat,FDB45,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021362955,20.85,103.2306,4.0,14
Low Fat,FDS26,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.089394766,20.35,260.1594,4.0,12
Low Fat,FDK02,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.112859454,12.5,118.344,4.7,6
Regular,FDD38,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.013711274,16.75,100.2674,3.1,15
Low Fat,FDO12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.054884821,15.75,195.3452,4.0,12
Low Fat,FDX44,Fruits and Vegetables,2018,OUT035,Tier 2,Small,Supermarket Type1,0.04295842,9.3,89.3172,4.0,8
Low Fat,NCM18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.082970667,13.0,60.0194,4.0,14
Low Fat,FDQ39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.081026811,14.8,190.0846,4.1,9
Regular,FDX07,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.0,19.2,182.095,3.7,15
Low Fat,NCZ53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05934663,12.867122940430924,190.4214,3.3,8
Low Fat,FDA50,Dairy,2020,OUT013,Tier 2,Medium,Supermarket Type1,0.087668236,16.25,94.941,4.0,6
Low Fat,FDV22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009954237,14.85,158.263,3.9985355648535563,14
Low Fat,DRI11,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.034237682,12.867122940430924,113.2834,4.3,8
Low Fat,FDX16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.06594351,17.85,149.105,4.4,11
Regular,FDH04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.019912606,12.867122940430924,91.0488,4.0,8
Regular,FDT01,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.18520944,13.65,212.9902,4.0,6
Low Fat,FDU38,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.083016832,10.8,193.4504,4.0,6
Low Fat,FDR04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.022612742,7.075,97.0068,4.0,11
Low Fat,FDK38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053506996,6.65,150.0734,4.3,4
Low Fat,FDI22,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.064824502,8.185,116.0808,4.5,15
Low Fat,FDR33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.026783871,7.31,108.157,4.0,9
LF,FDP34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.137786856,12.85,143.9786,4.0,4
Low Fat,FDC47,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.118791698,15.0,229.9694,3.6,12
Regular,FDV04,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.150248468,7.825,155.2288,4.4,14
Low Fat,DRG49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.067592098,7.81,246.0486,5.0,11
Low Fat,FDT59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015976249,13.65,230.2668,4.0,4
Low Fat,FDS08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05695045,5.735,177.937,3.9985355648535563,9
Regular,FDV48,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.086396038,9.195,79.0644,3.9985355648535563,15
Low Fat,FDV43,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.077290355,16.0,44.5086,3.9985355648535563,6
Low Fat,DRK35,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.071498575,12.867122940430924,37.7506,4.0,8
Regular,FDX07,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type1,0.022807826,12.867122940430924,183.495,3.9,8
Low Fat,DRF27,Dairy,2017,OUT035,Tier 2,Medium,Supermarket Type1,0.028411899,8.93,152.334,3.0,9
